,fecha_inicial,fecha_final,año_inicial,mes_inicial,dia_inicial,año_final,mes_final,dia_final,pais,ciudad,categoria_principal,categoria,proyecto_featured,descripcion_largo,descripcion_full_largo,titulo_largo,cant_creaciones_dueño,cant_faqs,cant_imagenes,cant_videos,cant_tiers,tier_promedio,tier_max,tier_min,duracion,moneda,objetivo_monto,objetivo_ratio,title,cotizacion,moneda_igual_pais,dia_semana_inicial,dia_semana_final,weekend_inicial,weekend_final,primera_quincena_inicial,primera_quincena_final,id,monto_obtenido,monto_obtenido_porcentaje,estado,exito
288,2019-02-09,2019-04-10,2019,2,9,2019,4,10,United States,Nashua,Food,Restaurants,0,127,919,7,2,0,1,0,1,1.0,1.0,1.0,60,USD,200000.0,3333.3333333333303,Feed Me,1.0,1,sábado,miércoles,1,0,1,1,7292,23.0,0.0001,Funding Unsuccessful,fail
289,2019-03-08,2019-05-07,2019,3,8,2019,5,7,Mexico,Guadalajara,Technology,Gadgets,0,128,3388,59,1,0,6,3,1,0.512995,0.512995,0.512995,60,MXN,25649.75,21.930322502083303,"Sotana es espíritu, es experiencia, es el poder de regalar.",0.0512995,1,viernes,martes,0,0,1,1,227,11.2345905,0.0004,Cancelled by Creator,fail
290,2018-12-11,2019-02-09,2018,12,11,2019,2,9,Ecuador,Quito,Film & Video,Film & Video,0,117,1183,55,1,0,0,1,5,328.0,1000.0,10.0,60,USD,9600.0,160.0,Transmisión de los Cmapeonatos de Categorias Formativas,1.0,0,martes,sábado,0,1,1,1,2344,1.0,0.0001,Funding Unsuccessful,fail
291,2019-03-29,2019-04-28,2019,3,29,2019,4,28,Germany,Stuttgart,Games,Tabletop Games,0,109,1971,59,1,2,9,1,4,27.2363875,56.1575,2.2463,30,EUR,561.575,21.0244320416667,SciFi Desert Town - 28-32 mm modular 3D printing SciFi Town,1.12315,1,viernes,domingo,0,1,0,0,3576,1182.67695,2.106,Funding Successful,success
292,2019-03-20,2019-05-05,2019,3,20,2019,5,5,United States,Seattle,Design,Product Design,0,127,3523,52,1,11,89,4,7,63.0,120.0,1.0,46,USD,50000.0,1086.95652173913,Hydrade - Solar Powered Bluetooth Smart Water Bottle,1.0,1,miércoles,domingo,0,1,0,1,250,97034.0,1.9407,Funding Successful,success
293,2019-03-25,2019-04-24,2019,3,25,2019,4,24,United Kingdom,Walthamstow,Film & Video,Documentary,0,100,367,19,1,0,1,1,4,38.28,132.0,1.32,30,GBP,2640.0,116.16,Welcome To Paradise,1.32,1,lunes,miércoles,0,0,0,0,3753,3.96,0.0015,Funding Unsuccessful,fail
294,2019-03-25,2019-04-29,2019,3,25,2019,4,29,Mexico,Guadalajara,Film & Video,Shorts,1,106,2188,22,1,0,12,1,6,63.946175,183.95475,5.25585,35,MXN,3679.095,5.5247918445,"Cortometraje: ""Jauría""",0.0525585,1,lunes,lunes,0,0,0,0,3435,3784.4747924999997,1.0286,Funding Successful,success
295,2019-01-23,2019-03-24,2019,1,23,2019,3,24,Taiwan,Taoyuan City,Design,Product Design,0,87,6265,60,1,6,106,1,16,86.125,160.0,38.0,60,USD,30000.0,500.0,Janar Litter Box：Easy Cleaning +Sterilization +Deodorization,1.0,0,miércoles,domingo,0,1,0,0,6062,29457.0,0.9819,Cancelled by Creator,fail
296,2019-02-15,2019-03-17,2019,2,15,2019,3,17,United States,Boise,Art,Art,0,80,688,34,1,0,1,1,3,14.333333333333302,25.0,1.0,30,USD,1000.0,33.3333333333333,"Sew Sweet Voodoo , Soft Enamel Pin",1.0,1,viernes,domingo,0,1,0,0,5632,110.0,0.11,Funding Unsuccessful,fail
297,2019-01-09,2019-02-10,2019,1,9,2019,2,10,Netherlands,Rotterdam,Technology,Web,0,133,4464,55,1,0,1,0,2,10.39878,11.5542,9.243360000000001,32,EUR,2888.55,104.29651378125,Enamel Pin Website where Pin makers have their own shop,1.1554200000000001,1,miércoles,domingo,0,1,1,1,2265,339.69347999999997,0.1176,Funding Unsuccessful,fail
298,2019-04-08,2019-05-01,2019,4,8,2019,5,1,United States,St. Louis,Publishing,Children's Books,1,97,2885,16,1,0,12,1,8,29.625,100.0,1.0,23,USD,1500.0,65.2173913043478,Ellie Marches On,1.0,1,lunes,miércoles,0,0,1,1,2705,1886.0,1.2573,Funding Successful,success
299,2019-02-08,2019-03-10,2019,2,8,2019,3,10,United Kingdom,North Yorkshire,Publishing,Fiction,0,90,2517,47,1,0,1,0,7,34.2065,90.601,6.4715,30,GBP,647.15,27.920208166666697,JUDGEMENT CLAY. The latest novel by Ian Jarvis.,1.2943,1,viernes,domingo,0,1,1,1,548,220.03099999999998,0.34,Funding Unsuccessful,fail
300,2019-02-19,2019-03-21,2019,2,19,2019,3,21,United Kingdom,Chichester,Design,Design,0,135,9836,57,1,0,40,1,7,227.23008,489.72,1.30592,30,GBP,1958.88,85.27135232,The Damascus Belt. Hand Forged Buckles + Oak Bark Leather,1.30592,1,martes,jueves,0,0,0,0,5806,7225.65536,3.6887,Funding Successful,success
301,2019-02-11,2019-03-13,2019,2,11,2019,3,13,United States,Trenton,Fashion,Accessories,0,71,1604,54,1,0,3,0,6,20.5,40.0,10.0,30,USD,300.0,10.0,Die Mad About It - Enamel Pins for How You Really Feel,1.0,1,lunes,miércoles,0,0,1,1,5306,331.0,1.1033,Funding Successful,success
302,2019-03-28,2019-04-25,2019,3,28,2019,4,25,Australia,Sydney,Games,Tabletop Games,0,133,8607,23,1,10,76,1,4,84.5,158.0,1.0,28,USD,65000.0,2321.4285714285697,Blood on the Clocktower,1.0,0,jueves,jueves,0,0,0,0,3910,573513.0,8.8233,Funding Successful,success
303,2019-03-11,2019-04-05,2019,3,11,2019,4,5,United Kingdom,Lincoln,Art,Installations,0,124,623,10,1,0,1,0,3,18.1028666666667,33.115,1.3246,25,GBP,397.38,21.05478192,Make Waves,1.3246,1,lunes,viernes,0,0,1,1,7098,463.61,1.1667,Funding Successful,success
304,2019-01-25,2019-02-24,2019,1,25,2019,2,24,United States,Cleveland,Art,Illustration,0,73,1307,38,1,0,14,0,7,135.0,420.0,20.0,30,USD,400.0,13.333333333333302,Make 100: Dog (or other Pet) Portraits,1.0,1,viernes,domingo,0,1,0,0,1601,9534.0,23.835,Funding Successful,success
305,2019-03-08,2019-04-07,2019,3,8,2019,4,7,United States,Savannah,Publishing,Publishing,0,60,1569,17,1,0,6,0,8,42.875,130.0,5.0,30,USD,1600.0,53.3333333333333,Call To Adventure,1.0,1,viernes,domingo,0,1,1,1,7261,8077.0,5.0481,Funding Successful,success
306,2019-02-11,2019-03-13,2019,2,11,2019,3,13,Austria,Vienna,Games,Playing Cards,0,100,1002,38,1,0,5,1,5,39.473,67.668,14.6614,30,EUR,1127.8,42.3977613333333,AURUM. Gold plated Playing Cards Deck.,1.1278,0,lunes,miércoles,0,0,1,1,5330,85.7128,0.076,Cancelled by Creator,fail
307,2019-04-12,2019-05-03,2019,4,12,2019,5,3,United Kingdom,Wales,Fashion,Childrenswear,0,124,6270,30,1,1,1,0,5,57.5652,196.245,6.5415,21,GBP,523.32,32.602835999999996,criw.cymru - ymunwch â'r criw!,1.3083,1,viernes,viernes,0,0,1,1,2879,274.743,0.525,Funding Unsuccessful,fail
308,2019-03-07,2019-04-21,2019,3,7,2019,4,21,United States,Austin,Art,Art,0,14,1859,60,1,4,6,0,9,25.6666666666667,50.0,8.0,45,USD,400.0,8.888888888888891,Cygnus Almaki's Menagerie of Extraordinary Extraterrestrials,1.0,1,jueves,domingo,0,1,1,0,3732,431.0,1.0775,Funding Successful,success
309,2019-03-06,2019-04-16,2019,3,6,2019,4,16,New Zeland,Wellington,Publishing,Children's Books,1,69,2030,48,1,5,22,1,12,168.333333333333,600.0,10.0,41,USD,40000.0,975.609756097561,Raven Wild: An illustrated LGBTQ children's book,1.0,0,miércoles,martes,0,0,1,0,4610,58151.0,1.4538,Funding Successful,success
310,2019-03-11,2019-04-10,2019,3,11,2019,4,10,United Kingdom,Manchester,Design,Product Design,0,16,4927,31,1,3,27,2,4,74.8399,104.6434,51.6594,30,GBP,1324.6,58.4855053333333,The World's Best Shaving Razor.,1.3246,1,lunes,miércoles,0,0,1,1,7347,5503.713000000001,4.155,Funding Successful,success
311,2019-02-20,2019-03-16,2019,2,20,2019,3,16,Spain,Almansa,Games,Tabletop Games,0,29,909,18,1,0,33,0,5,114.1307,334.6775,39.7075,24,EUR,3403.5,160.88628125,OYXLKROX ANCESTORS,1.1345,1,miércoles,sábado,0,1,0,0,5643,6892.0875,2.025,Funding Successful,success
312,2019-03-07,2019-04-06,2019,3,7,2019,4,6,United States,Kalamazoo,Art,Art,0,78,488,47,1,0,1,0,2,52.5,70.0,35.0,30,USD,1500.0,50.0,Make 100 Handmade Swarovski Crystal Pop Sockets,1.0,1,jueves,sábado,0,1,1,1,7160,1.0,0.0007,Funding Unsuccessful,fail
313,2019-01-12,2019-02-11,2019,1,12,2019,2,11,United States,Wilmington,Fashion,Apparel,0,97,1690,54,1,0,1,0,3,16.6666666666667,30.0,5.0,30,USD,3000.0,100.0,Natural Sports: Sports That Connect People with Nature,1.0,1,sábado,lunes,1,0,1,1,1895,216.0,0.07200000000000001,Funding Unsuccessful,fail
314,2019-03-18,2019-04-11,2019,3,18,2019,4,11,United States,New York,Music,Music,0,84,523,33,1,0,1,1,6,325.0,1000.0,25.0,24,USD,6000.0,250.0,OUR BAND's Music Video Fundraiser,1.0,1,lunes,jueves,0,0,0,1,4827,6389.0,1.0648,Funding Successful,success
315,2019-03-04,2019-04-03,2019,3,4,2019,4,3,United Kingdom,Gloucestershire,Film & Video,Film & Video,0,54,3469,16,2,0,0,1,9,805.477812777778,3953.445,1.317815,30,GBP,11860.335,520.9909122675,Fergus and Birdy,1.317815,1,lunes,miércoles,0,0,1,1,6852,98.836125,0.0083,Cancelled by Creator,fail
316,2019-02-14,2019-04-15,2019,2,14,2019,4,15,United States,Oklahoma City,Publishing,Fiction,0,132,1329,33,1,0,1,0,3,26.6666666666667,45.0,10.0,60,USD,1600.0,26.6666666666667,A Highway Away: A two book series,1.0,1,jueves,lunes,0,0,1,0,4401,306.0,0.1912,Funding Unsuccessful,fail
317,2019-03-27,2019-04-26,2019,3,27,2019,4,26,Canada,Quebec,Publishing,Periodicals,0,67,1416,25,1,0,1,0,2,27.5,50.0,5.0,30,USD,2000.0,66.6666666666667,Magazine le Flamant Rose.,1.0,0,miércoles,viernes,0,0,0,0,3419,159.0,0.0795,Cancelled by Creator,fail
318,2019-02-19,2019-03-21,2019,2,19,2019,3,21,United States,Atlanta,Publishing,Radio & Podcasts,1,61,1757,51,1,0,7,1,3,35.0,50.0,15.0,30,USD,20000.0,666.666666666667,The Pen Addict Live 2019: Atlanta and San Francisco,1.0,1,martes,jueves,0,0,0,0,5855,47151.0,2.3575,Funding Successful,success
319,2019-03-28,2019-04-27,2019,3,28,2019,4,27,United States,Nashville,Music,Country & Folk,0,135,681,34,1,0,1,1,6,229.333333333333,995.0,1.0,30,USD,3000.0,100.0,Recording My First Original Single,1.0,1,jueves,sábado,0,1,0,0,3502,447.0,0.149,Funding Unsuccessful,fail
320,2019-03-05,2019-04-04,2019,3,5,2019,4,4,United States,Baltimore,Games,Tabletop Games,0,126,2946,48,1,6,8,1,9,207.333333333333,1100.0,9.0,30,USD,10000.0,333.33333333333303,Character Coins: RPG Token Sets by Dice Dungeons,1.0,1,martes,jueves,0,0,1,1,7014,74128.0,7.4128,Funding Successful,success
321,2019-01-03,2019-03-03,2019,1,3,2019,3,3,United States,Baltimore,Comics,Comic Books,0,56,431,15,1,0,1,0,3,35.3333333333333,100.0,1.0,59,USD,3000.0,50.847457627118594,World Of Supers,1.0,1,jueves,domingo,0,1,1,1,737,200.0,0.0667,Funding Unsuccessful,fail
322,2019-01-18,2019-02-17,2019,1,18,2019,2,17,United States,Chicago,Art,Art,1,83,3478,42,1,0,8,0,6,235.833333333333,800.0,10.0,30,USD,3000.0,100.0,Prairie - Help Us Renovate Our New Gallery,1.0,1,viernes,domingo,0,1,0,0,1646,4314.0,1.4380000000000002,Funding Successful,success
323,2018-12-20,2019-02-16,2018,12,20,2019,2,16,Canada,Vancouver,Technology,Hardware,0,131,1105,32,2,0,1,0,1,25.0,25.0,25.0,58,USD,15000.0,258.620689655172,Luxurious handcrafted Wooden PCs,1.0,0,jueves,sábado,0,1,0,0,1638,85.0,0.0057,Funding Unsuccessful,fail
324,2018-12-24,2019-02-22,2018,12,24,2019,2,22,United States,Milwaukee,Film & Video,Thrillers,0,129,2361,37,1,0,0,1,2,8.0,15.0,1.0,60,USD,3500.0,58.3333333333333,"SCI-FI HORROR BOOK TRAILER, THE NEXUS",1.0,1,lunes,viernes,0,0,0,0,1464,1.0,0.0003,Cancelled by Creator,fail
325,2019-02-01,2019-02-10,2019,2,1,2019,2,10,United Kingdom,London,Games,Tabletop Games,1,135,1831,25,1,0,26,1,12,27.8333333333333,70.0,3.0,9,USD,200.0,22.2222222222222,Zine Quest: The Era Zone!,1.0,0,viernes,domingo,0,1,1,1,2243,1545.0,7.725,Funding Successful,success
326,2019-03-19,2019-04-18,2019,3,19,2019,4,18,Australia,Greenbank,Games,Video Games,0,73,1314,6,1,3,5,0,4,72.5,250.0,5.0,30,USD,1000.0,33.3333333333333,Willow,1.0,0,martes,jueves,0,0,0,0,4716,1200.0,1.2,Funding Successful,success
327,2019-03-26,2019-04-25,2019,3,26,2019,4,25,United States,Seattle,Art,Ceramics,0,132,4645,44,1,0,13,1,10,142.9,400.0,29.0,30,USD,5000.0,166.666666666667,"Serpent Stoneware: Coffee Cups, Mugs & Vases",1.0,1,martes,jueves,0,0,0,0,3981,8011.0,1.6022,Funding Successful,success
328,2019-01-14,2019-02-14,2019,1,14,2019,2,14,Mexico,Narvarte,Music,Pop,0,131,1807,30,1,0,1,0,5,16.32181,36.8557,2.63255,31,MXN,11583.22,19.6731650393548,¿Me ayudas a grabar mi disco ?,0.052650999999999996,1,lunes,jueves,0,0,1,1,2067,145.737968,0.0126,Funding Unsuccessful,fail
329,2019-01-28,2019-02-27,2019,1,28,2019,2,27,United Kingdom,Edinburgh,Comics,Graphic Novels,1,132,2429,18,1,0,16,1,7,97.75182857142859,263.178,13.1589,30,GBP,5921.505,259.734973815,Inhibit | Book One,1.31589,1,lunes,miércoles,0,0,0,0,1194,12321.99396,2.0809,Funding Successful,success
330,2019-02-24,2019-03-26,2019,2,24,2019,3,26,Belarus,Svetlogorsk,Film & Video,Documentary,1,64,3693,9,1,0,5,1,9,873.4138155555561,5670.7,1.13414,30,EUR,17012.1,643.1367698,AIDS ZONE,1.13414,0,domingo,martes,1,0,0,0,6252,17132.31884,1.0071,Funding Successful,success
331,2018-12-11,2019-02-09,2018,12,11,2019,2,9,United States,Orlando,Crafts,Crafts,0,69,1100,43,1,0,1,0,3,17.6666666666667,40.0,1.0,60,USD,875.0,14.583333333333302,DiceCharmSchool presents Weapon Pride Pins!,1.0,1,martes,sábado,0,1,1,1,2127,46.0,0.0526,Cancelled by Creator,fail
332,2019-02-19,2019-03-21,2019,2,19,2019,3,21,Ireland,Dublin,Film & Video,Webseries,0,124,1000,16,1,4,2,1,6,55.7500833333333,113.39,11.339,30,EUR,2834.75,107.144100833333,Dublin & Dragons,1.1339,1,martes,jueves,0,0,0,0,5903,3560.446,1.256,Funding Successful,success
333,2019-03-02,2019-04-01,2019,3,2,2019,4,1,United States,Conway,Games,Games,0,87,2753,50,2,0,1,0,6,190.666666666667,1000.0,5.0,30,USD,30000.0,1000.0,THE WORLD'S COOLEST POOL HALL/ARCADE: Deep Pockets,1.0,1,sábado,lunes,1,0,1,1,6727,2.0,0.0001,Funding Unsuccessful,fail
334,2019-03-08,2019-04-07,2019,3,8,2019,4,7,United States,New York,Photography,People,0,52,649,22,1,1,0,1,10,116.8,600.0,5.0,30,USD,2000.0,66.6666666666667,Diverse Bodies Project,1.0,1,viernes,domingo,0,1,1,1,5058,930.0,0.465,Funding Unsuccessful,fail
335,2019-03-04,2019-03-11,2019,3,4,2019,3,11,United States,Albany,Film & Video,Documentary,0,129,871,25,1,0,0,1,2,10.5,20.0,1.0,7,USD,10000.0,1428.57142857143,Project: Shrinking Violet,1.0,1,lunes,lunes,0,0,1,1,430,2.0,0.0002,Funding Unsuccessful,fail
336,2019-01-10,2019-02-09,2019,1,10,2019,2,9,United States,Redmond,Games,Tabletop Games,0,91,7374,21,1,8,41,1,4,53.75,100.0,20.0,30,USD,10000.0,333.33333333333303,Tsuro: Phoenix Rising,1.0,1,jueves,sábado,0,1,1,1,2335,241621.0,24.1621,Funding Successful,success
337,2019-01-07,2019-02-06,2019,1,7,2019,2,6,United States,San Diego,Technology,Wearables,0,85,332,14,2,0,1,0,2,34.5,44.0,25.0,30,USD,1000.0,33.3333333333333,Dolphin Lights,1.0,1,lunes,miércoles,0,0,1,1,2381,178.0,0.17800000000000002,Funding Unsuccessful,fail
338,2019-02-08,2019-03-10,2019,2,8,2019,3,10,United States,Chicago,Art,Installations,0,123,2860,58,1,0,1,0,1,10.0,10.0,10.0,30,USD,525.0,17.5,Mama's Hand: An Exhibition by Mom/Artist Kara Cobb Johnson,1.0,1,viernes,domingo,0,1,1,1,437,541.0,1.0305,Funding Successful,success
339,2019-02-11,2019-03-21,2019,2,11,2019,3,21,Thailand,Bangkok,Music,Music,0,134,1637,44,1,0,6,2,7,219.115428571429,911.2624,13.5336,38,EUR,2819.5,83.67979210526309,THE PiANOLOGIST - A Decade in Fearless Exile,1.1278,0,lunes,jueves,0,0,1,0,5897,3116.1114,1.1052,Funding Successful,success
340,2019-03-15,2019-05-01,2019,3,15,2019,5,1,United States,Easthampton,Music,Country & Folk,0,59,619,15,1,0,1,0,10,35.5,100.0,5.0,47,USD,4500.0,95.7446808510638,Ghosts' Stories,1.0,1,viernes,miércoles,0,0,0,1,2635,687.0,0.1527,Cancelled by Creator,fail
341,2019-03-13,2019-05-02,2019,3,13,2019,5,2,United States,Greensboro,Crafts,Crafts,0,134,537,54,1,0,1,0,2,7.5,10.0,5.0,50,USD,2400.0,48.0,Heaven Scent Soaps: A christian All Natural soap brand,1.0,1,miércoles,jueves,0,0,1,1,2641,12.0,0.005,Funding Unsuccessful,fail
342,2019-01-02,2019-02-05,2019,1,2,2019,2,5,United States,Mammoth Lakes,Technology,Space Exploration,1,91,8730,51,1,0,33,1,16,232.5,750.0,10.0,34,USD,8500.0,250.0,Eastern Sierra Observatory & Stargazing Glampground,1.0,1,miércoles,martes,0,0,1,1,2391,12302.0,1.4473,Funding Successful,success
343,2019-04-01,2019-05-01,2019,4,1,2019,5,1,United States,New York,Film & Video,Film & Video,1,112,1145,28,1,0,5,1,14,160.357142857143,1000.0,10.0,30,USD,60000.0,2000.0,SURVIVING DESIRE (& Company),1.0,1,lunes,miércoles,0,0,1,1,2702,66548.0,1.1091,Funding Successful,success
344,2019-01-09,2019-02-08,2019,1,9,2019,2,8,France,France,Publishing,Fiction,0,50,1130,18,1,0,1,0,6,46.2168,173.313,3.4662599999999997,30,EUR,1386.504,53.399815056,La 6ème République,1.1554200000000001,1,miércoles,viernes,0,0,1,1,2580,69.3252,0.05,Funding Unsuccessful,fail
345,2018-12-27,2019-02-10,2018,12,27,2019,2,10,United States,Chicago,Technology,Web,1,121,3752,35,1,0,1,1,6,308.5,1000.0,1.0,45,USD,3500.0,77.7777777777778,The All-New PerformInk - Nationwide,1.0,1,jueves,domingo,0,1,0,1,2308,3744.0,1.0697,Funding Successful,success
346,2019-01-22,2019-02-15,2019,1,22,2019,2,15,Singapore,Singapore,Design,Product Design,0,77,3104,27,1,1,21,1,4,27.75,78.0,2.0,24,USD,1400.0,58.3333333333333,Vario Watch Pod Travel Case,1.0,0,martes,viernes,0,0,0,0,1837,20215.0,14.4393,Funding Successful,success
347,2019-01-24,2019-03-25,2019,1,24,2019,3,25,United States,Fort Worth,Technology,Apps,0,135,535,59,1,0,0,1,4,16.25,30.0,5.0,60,USD,50000.0,833.333333333333,IVMDM Project - Saving Lives and Prevent Distracted Driving,1.0,1,jueves,lunes,0,0,0,0,6126,35.0,0.0007,Funding Unsuccessful,fail
348,2019-03-04,2019-03-26,2019,3,4,2019,3,26,United States,Fairhope,Comics,Comic Books,0,135,847,60,39,0,16,1,14,46.6428571428571,150.0,2.0,22,USD,2000.0,90.9090909090909,You Don't Know Jack (Swagger)! It's the Story of Jake Hager!,1.0,1,lunes,martes,0,0,1,0,6214,1572.0,0.7859999999999999,Cancelled by Creator,fail
349,2018-12-25,2019-02-10,2018,12,25,2019,2,10,United States,Crestview,Games,Tabletop Games,0,107,1114,26,1,0,1,0,5,28.6,60.0,1.0,47,USD,3000.0,63.8297872340426,Enduring Battle (Canceled),1.0,1,martes,domingo,0,1,0,1,2355,6.0,0.002,Cancelled by Creator,fail
350,2019-02-01,2019-03-18,2019,2,1,2019,3,18,Mexico,Guadalajara,Design,Product Design,0,121,0,42,1,0,18,1,9,23.6861638888889,51.78987,4.18504,45,MXN,5126.674,5.959815488044441,CAPECAP - The new way to protect your cap.,0.052313,1,viernes,lunes,0,0,1,0,5473,350.078596,0.0683,Funding Unsuccessful,fail
351,2019-03-21,2019-05-05,2019,3,21,2019,5,5,United States,Virginia Beach,Food,Restaurants,0,120,7358,28,1,0,16,1,16,329.4375,2500.0,1.0,45,USD,25000.0,555.555555555556,Kung Food Kitchen Experiment,1.0,1,jueves,domingo,0,1,0,1,132,1496.0,0.0598,Funding Unsuccessful,fail
352,2019-04-15,2019-05-06,2019,4,15,2019,5,6,Poland,Warsaw,Games,Playing Cards,0,51,1688,26,2,0,15,3,7,207.183422142857,428.41591500000004,10.173465,21,EUR,20346.93,1095.23164133571,Carbon Fiber Playing Cards,1.130385,1,lunes,lunes,0,0,0,1,15,998.1299550000001,0.0491,Cancelled by Creator,fail
353,2019-03-13,2019-04-07,2019,3,13,2019,4,7,United Kingdom,London,Fashion,Childrenswear,0,131,8861,59,1,0,23,1,19,58.9904778947368,265.91200000000003,6.6478,25,GBP,19943.4,1060.63787616,"Solari - comfy, cool, couture clothing to brighten your day",1.32956,1,miércoles,domingo,0,1,1,1,7163,1701.8368,0.0853,Funding Unsuccessful,fail
354,2019-02-05,2019-02-26,2019,2,5,2019,2,26,United Kingdom,London,Publishing,Publishing,1,87,3088,44,1,0,8,0,8,40.648822499999994,129.558,1.29558,21,GBP,647.79,39.9649413428571,The Pound Project: Part Four - Pandora Sykes,1.29558,1,martes,martes,0,0,1,0,1190,40769.31144,62.93600000000001,Funding Successful,success
355,2019-02-25,2019-04-26,2019,2,25,2019,4,26,Sweden,Malmö,Publishing,Fiction,0,126,1547,26,1,0,1,0,3,9.6678,16.113,4.2968,60,SEK,751.94,1.34622324666667,"Vita Nova, a swedish novel",0.10742,1,lunes,viernes,0,0,0,0,3390,93.13314,0.1239,Funding Unsuccessful,fail
356,2019-01-29,2019-02-26,2019,1,29,2019,2,26,United States,Phoenix,Comics,Comic Books,0,132,4717,21,1,0,41,1,27,99.88888888888891,499.0,5.0,28,USD,3500.0,125.0,RON Z'S SAMURAI OF OZ,1.0,1,martes,martes,0,0,0,0,1108,55379.0,15.8226,Funding Successful,success
357,2019-02-13,2019-03-22,2019,2,13,2019,3,22,United States,American Fork,Art,Illustration,0,76,912,37,1,0,12,0,10,25.1,65.0,1.0,37,USD,1500.0,40.5405405405405,Witches@Work Coloring Book and Prints,1.0,1,miércoles,viernes,0,0,1,0,5984,1535.0,1.0233,Funding Successful,success
358,2019-02-22,2019-03-07,2019,2,22,2019,3,7,United States,Coeur D'Alene,Publishing,Radio & Podcasts,0,26,1485,22,1,4,6,1,4,40.0,100.0,5.0,13,USD,500.0,38.4615384615385,Support Cool Talks 444,1.0,1,viernes,jueves,0,0,0,1,483,585.0,1.17,Funding Successful,success
359,2019-01-18,2019-02-17,2019,1,18,2019,2,17,United States,West Palm Beach,Crafts,Woodworking,0,110,1275,55,1,1,1,0,8,63.25,200.0,1.0,30,USD,1600.0,53.3333333333333,Make 100: Long Live the Mahogany - Shave Brushes & More,1.0,1,viernes,domingo,0,1,0,0,1664,446.0,0.2788,Funding Unsuccessful,fail
360,2019-01-28,2019-02-23,2019,1,28,2019,2,23,United States,Los Angeles,Comics,Graphic Novels,0,42,1622,55,3,0,8,1,14,34.1428571428571,100.0,1.0,26,USD,5000.0,192.30769230769198,"Love, Joolz: Manic Pixie Nightmare Girl - Graphic Novel",1.0,1,lunes,sábado,0,1,0,0,1531,3517.0,0.7034,Funding Unsuccessful,fail
361,2019-03-15,2019-04-14,2019,3,15,2019,4,14,United States,Detroit,Games,Live Games,0,107,1622,56,1,0,1,1,8,27.25,100.0,1.0,30,USD,1000.0,33.3333333333333,How to Enhance Your Skillz and Boost Your Income | eBook,1.0,1,viernes,domingo,0,1,0,1,4851,43.0,0.043,Cancelled by Creator,fail
362,2019-01-23,2019-02-13,2019,1,23,2019,2,13,United States,Los Angeles,Design,Design,0,107,4301,24,1,0,1,0,8,60.25,175.0,2.0,21,USD,2000.0,95.23809523809521,The Breakthrough Planner,1.0,1,miércoles,miércoles,0,0,0,1,1927,60.0,0.03,Cancelled by Creator,fail
363,2019-03-08,2019-04-07,2019,3,8,2019,4,7,United States,Seattle,Art,Art,0,115,1293,50,1,0,10,0,4,21.75,50.0,3.0,30,USD,600.0,20.0,The Distinguished Octo-Aeronaut Society Enamel Pin,1.0,1,viernes,domingo,0,1,1,1,7175,629.0,1.0483,Funding Successful,success
364,2019-01-13,2019-02-12,2019,1,13,2019,2,12,United Kingdom,London,Art,Digital Art,0,76,903,30,2,0,1,0,14,58.18308571428571,115.632,15.4176,30,GBP,642.4,27.5118506666667,CUSTOM U.S STATE POSTER PRINTS,1.2848,1,domingo,martes,1,0,1,1,1882,39.8288,0.062,Funding Unsuccessful,fail
365,2019-02-05,2019-03-07,2019,2,5,2019,3,7,Spain,Valencia,Games,Video Games,1,134,3863,60,1,4,63,1,21,612.228671428571,6845.4,5.7045,30,EUR,34227.0,1301.65281,Tower Princess - Have a DATE before fighting the Evil Dragon,1.1409,1,martes,jueves,0,0,1,1,544,41391.852,1.2093,Funding Successful,success
366,2019-03-20,2019-04-19,2019,3,20,2019,4,19,United States,Denver,Publishing,Publishing,0,131,3544,55,1,0,6,1,11,889.5454545454551,5000.0,10.0,30,USD,10000.0,333.33333333333303,Print the Bike Streets Map! The Low-Stress Way to Ride.,1.0,1,miércoles,viernes,0,0,0,0,4546,10581.0,1.0581,Funding Successful,success
367,2019-03-14,2019-04-14,2019,3,14,2019,4,14,United Kingdom,Manchester,Film & Video,Shorts,0,121,2343,29,1,0,5,0,8,40.76604375,99.429375,1.325725,31,GBP,530.29,22.678022911290302,"""The Comedown"" - A Short Film",1.325725,1,jueves,domingo,0,1,1,1,4835,560.781675,1.0575,Funding Successful,success
368,2019-01-09,2019-03-10,2019,1,9,2019,3,10,United States,St. Louis,Music,Music,0,66,264,24,1,0,1,0,1,20.0,20.0,20.0,60,USD,10000.0,166.666666666667,The Rock Hard Experiment,1.0,1,miércoles,domingo,0,1,1,1,460,70.0,0.006999999999999999,Funding Unsuccessful,fail
369,2019-01-07,2019-02-06,2019,1,7,2019,2,6,United States,Brooklyn,Music,Country & Folk,0,41,1973,28,1,0,3,1,8,244.375,1000.0,5.0,30,USD,9000.0,300.0,"""The Box"" by Natalie Mishell",1.0,1,lunes,miércoles,0,0,1,1,2385,9485.0,1.0539,Funding Successful,success
370,2019-03-09,2019-04-08,2019,3,9,2019,4,8,Japan,Tokyo,Fashion,Ready-to-wear,0,132,1779,41,1,1,29,1,7,202.658017142857,539.736,4.4978,30,JPY,8995.6,2.69736064533333,KANA MATSUNAMI - A Tokyoite Fashion Brand,0.008995600000000001,1,sábado,lunes,1,0,1,1,5062,629.3231804,0.07,Funding Unsuccessful,fail
